Category,IVS_name,IAU_name,RAh,RAm,RAs,DEd,DEm,DEs,D_alp,D_Del,Corr,num_Obs,S-band_total_flux,S-band_unresolved_flux,C-band_total_flux,C-band_unresolved_flux,X-band_total_flux,X-band_unresolved_flux,U-band_total_flux,U-band_unresolved_flux,K-band_total_flux,K-band_unresolved_flux,Type,Cat
C,0003+480,J0006+4822,0,6,9.622292,48.0,22,37.70572,1.12,2.2,-0.287,36,-1.0,-1.0,0.028,0.008,0.016,0.011,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0003-066,J0006-0623,0,6,13.892888,-6.0,23,35.33538,0.08,0.18,0.179,80023,2.118,0.886,3.400,2.396,2.458,1.381,2.210,0.823,-1.0,-1.0,Fus,rfc_2024b
C,0003-430,J0006-4245,0,6,19.736166,-42.0,45,18.58123,2.97,1.74,0.315,39,-1.0,-1.0,-1.00,-1.00,0.115,0.097,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0003-003,J0006-0004,0,6,22.605913,-0.0,4,24.45615,0.4,1.01,-0.115,44,-1.0,-1.0,0.031,0.022,0.034,0.011,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0003+123,J0006+1235,0,6,23.056079,12.0,35,53.0979,0.13,0.21,-0.248,709,0.214,0.134,-1.00,-1.00,0.279,0.115,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0003+013,J0006+0136,0,6,26.92471,1.0,36,10.38421,1.71,3.12,-0.126,32,-1.0,-1.0,-1.00,-1.00,0.014,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0003+055,J0006+0548,0,6,32.629557,5.0,48,52.64055,0.33,0.69,-0.393,67,-1.0,-1.0,0.049,0.024,0.050,0.027,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0004+171,J0006+1728,0,6,47.361451,17.0,28,13.768,0.39,0.86,0.103,45,-1.0,-1.0,0.130,0.056,0.082,0.032,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0004+240,J0006+2422,0,6,48.789406,24.0,22,36.3921,0.14,0.2,-0.161,724,0.181,0.149,-1.00,-1.00,0.240,0.159,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0004+413,J0006+4135,0,6,53.312649,41.0,35,11.45791,1.53,1.24,-0.424,61,-1.0,-1.0,0.122,0.006,0.083,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0004+139,J0006+1415,0,6,57.531268,14.0,15,46.77223,0.15,0.27,-0.404,380,0.182,0.087,0.141,0.080,0.141,0.075,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0004+174,J0007+1745,0,7,18.873905,17.0,45,34.56746,0.3,0.53,-0.069,126,-1.0,-1.0,-1.00,-1.00,0.022,0.02,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0004+056,J0007+0552,0,7,20.153602,5.0,52,42.76015,0.61,1.67,-0.082,26,-1.0,-1.0,0.043,0.019,0.018,0.012,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0004-614,J0007-6113,0,7,20.585243,-61.0,13,6.99671,3.37,1.49,0.145,43,-1.0,-1.0,-1.00,-1.00,0.086,0.082,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0005+398,J0007+4008,0,7,41.666526,40.0,8,29.93683,0.61,0.95,0.171,85,-1.0,-1.0,-1.00,-1.00,0.014,0.012,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0005+021,J0007+0226,0,7,43.840163,2.0,26,32.24571,0.34,0.9,0.062,237,-1.0,-1.0,0.061,0.020,0.024,0.01,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0005+568,J0007+5706,0,7,48.46863,57.0,6,10.43924,0.17,0.12,0.036,939,0.273,0.238,-1.00,-1.00,0.206,0.156,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0005+101,J0007+1027,0,7,55.67837,10.0,27,44.29869,0.2,0.41,-0.111,208,0.208,0.078,0.255,0.039,0.141,0.043,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0005+626,J0007+6255,0,7,58.32028,62.0,55,54.8816,3.99,3.19,0.509,20,-1.0,-1.0,0.048,0.019,0.044,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0005+469,J0007+4712,0,7,59.973261,47.0,12,7.76861,0.62,0.67,0.018,84,-1.0,-1.0,-1.00,-1.00,0.033,0.024,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0005-239,J0008-2339,0,8,0.369612,-23.0,39,18.14989,0.14,0.28,-0.36,557,0.465,0.266,-1.00,-1.00,0.293,0.103,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0005+114,J0008+1144,0,8,0.838252,11.0,44,0.7746,0.15,0.26,-0.177,477,0.154,0.1,-1.00,-1.00,0.135,0.037,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0005+024,J0008+0243,0,8,8.602786,2.0,43,56.62363,1.6,3.85,-0.415,11,-1.0,-1.0,0.018,-1.00,0.016,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0005-400,J0008-3945,0,8,9.202453,-39.0,45,22.96618,2.65,11.55,0.913,14,-1.0,-1.0,0.155,-1.00,0.025,0.004,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0005+133,J0008+1336,0,8,13.285698,13.0,36,48.49142,1.03,2.1,0.242,48,-1.0,-1.0,0.067,0.037,0.050,0.035,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0005+601,J0008+6025,0,8,19.052722,60.0,25,1.24295,0.85,1.23,-0.073,62,-1.0,-1.0,0.019,0.010,0.015,0.012,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0005+083,J0008+0838,0,8,19.817961,8.0,38,41.46117,10.2,6.55,0.226,9,-1.0,-1.0,0.031,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0005+383,J0008+3837,0,8,22.855875,38.0,37,10.28937,0.58,0.54,-0.103,117,-1.0,-1.0,-1.00,-1.00,0.051,0.025,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0005+146,J0008+1456,0,8,25.399838,14.0,56,35.79056,0.32,0.6,-0.008,126,-1.0,-1.0,-1.00,-1.00,0.021,0.015,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0005-262,J0008-2559,0,8,26.252492,-25.0,59,11.54035,0.18,0.37,-0.347,475,0.177,0.094,-1.00,-1.00,0.152,0.068,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0005-137,J0008-1329,0,8,28.016821,-13.0,29,30.57386,0.39,0.93,0.079,28,-1.0,-1.0,0.111,0.074,0.114,0.075,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0005+054,J0008+0545,0,8,31.150128,5.0,45,53.94803,1.56,2.59,-0.144,18,-1.0,-1.0,0.060,-1.00,0.033,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0005+683,J0008+6837,0,8,33.472885,68.0,37,22.04854,0.29,0.15,-0.144,774,0.214,0.056,-1.00,-1.00,0.267,0.022,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0006-363,J0008-3601,0,8,33.661104,-36.0,1,25.03475,0.38,1.05,0.508,418,0.211,0.171,-1.00,-1.00,0.084,0.054,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0006-239,J0008-233A,0,8,35.399624,-23.0,39,28.00853,0.6,1.71,0.218,135,-1.0,-1.0,0.017,0.015,0.025,0.014,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0006-466,J0008-4619,0,8,37.545757,-46.0,19,40.85343,3.11,1.8,0.238,34,-1.0,-1.0,-1.00,-1.00,0.074,0.066,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0006+014,J0008+0143,0,8,53.19791,1.0,43,15.30726,0.78,2.2,-0.167,35,-1.0,-1.0,0.012,0.010,0.012,0.013,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0006+061,J0009+0628,0,9,3.931848,6.0,28,21.24005,0.11,0.19,-0.303,1974,0.149,0.094,0.063,-1.00,0.130,0.093,0.182,0.124,-1.0,-1.0,Fus,rfc_2024b
C,0006+397,J0009+4001,0,9,4.173581,40.0,1,46.70562,0.17,0.17,-0.125,546,0.325,0.184,-1.00,-1.00,0.246,0.166,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0006-212,J0009-2056,0,9,5.989329,-20.0,56,32.33226,2.82,8.3,-0.393,18,-1.0,-1.0,0.153,-1.00,0.016,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0006+06A,J0009+0625,0,9,17.055175,6.0,25,54.74805,0.14,0.28,-0.144,337,0.111,0.07,0.152,0.102,0.086,0.065,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0006-078,J0009-0731,0,9,20.538484,-7.0,31,42.86138,1.61,4.97,-0.28,6,-1.0,-1.0,-1.00,-1.00,0.020,0.02,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0006+362,J0009+3629,0,9,20.662926,36.0,29,46.42188,3.36,3.49,-0.281,14,-1.0,-1.0,0.027,0.008,0.016,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0006+502,J0009+5030,0,9,22.760038,50.0,30,28.83804,1.11,1.04,-0.047,79,-1.0,-1.0,0.007,<0.002,0.016,0.016,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0006+048,J0009+0507,0,9,24.169709,5.0,7,25.01791,0.43,1.03,-0.177,36,-1.0,-1.0,0.073,0.043,0.062,0.035,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0006-164,J0009-1610,0,9,27.44925,-16.0,10,28.77992,0.77,2.34,-0.171,28,-1.0,-1.0,0.076,-1.00,0.063,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0007+177,J0009+1803,0,9,34.860482,18.0,3,43.01336,0.15,0.25,-0.354,244,0.092,0.057,0.147,0.059,0.147,0.072,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0007-325,J0009-3216,0,9,35.557763,-32.0,16,36.92953,0.2,0.36,-0.418,544,0.14,0.095,-1.00,-1.00,0.142,0.085,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0007-642,J0009-6357,0,9,37.508733,-63.0,57,33.83295,6.0,4.82,0.192,23,-1.0,-1.0,-1.00,-1.00,0.048,0.047,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0006+771,J0009+7724,0,9,43.092018,77.0,24,42.0047,0.67,0.18,-0.047,482,0.043,0.038,-1.00,-1.00,0.046,0.038,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0007+149,J0009+1513,0,9,43.468665,15.0,13,37.9061,0.23,0.42,0.029,154,-1.0,-1.0,0.120,0.090,0.093,0.069,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0007+757,J0009+7603,0,9,48.234333,76.0,3,18.16442,0.79,0.19,0.076,523,0.043,0.046,-1.00,-1.00,0.041,0.034,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0007+174,J0009+1742,0,9,51.642167,17.0,42,8.48495,1.4,2.56,-0.605,29,-1.0,-1.0,0.020,0.011,0.015,0.014,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0007+016,J0009+0157,0,9,58.657716,1.0,57,55.14964,0.15,0.3,-0.001,660,0.167,0.041,-1.00,-1.00,0.082,0.038,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0007-287,J0009-2829,0,9,58.877834,-28.0,29,30.48873,0.88,2.13,0.262,66,-1.0,-1.0,0.020,0.015,0.018,0.014,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0007-048,J0010-0433,0,10,0.388658,-4.0,33,48.50682,0.1,0.21,-0.413,1431,0.351,0.332,0.308,0.272,0.270,0.215,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0007+006,J0010+0054,0,10,9.961309,0.0,54,40.11765,0.69,1.74,0.038,24,-1.0,-1.0,0.033,0.021,0.023,0.013,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0007+283,J0010+2838,0,10,11.063443,28.0,38,11.74439,0.77,0.93,-0.206,79,-1.0,-1.0,0.029,0.020,0.021,0.016,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0007+317,J0010+3200,0,10,14.952159,32.0,0,34.23258,1.49,2.8,-0.313,26,-1.0,-1.0,0.009,0.008,0.014,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0007+286,J0010+2854,0,10,27.785343,28.0,54,58.75776,0.43,0.94,-0.002,45,-1.0,-1.0,0.079,0.077,0.109,0.1,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0007+205,J0010+2047,0,10,28.743054,20.0,47,49.78844,0.16,0.25,-0.171,544,0.066,0.048,-1.00,-1.00,0.078,0.053,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0007+439,J0010+4412,0,10,30.046482,44.0,12,42.50493,0.17,0.17,-0.086,480,0.171,0.1,-1.00,-1.00,0.150,0.083,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,IIIZW2,J0010+1058,0,10,31.005906,10.0,58,29.5043,0.11,0.16,-0.119,11345,0.068,0.067,0.122,0.118,0.152,0.134,0.562,0.423,-1.0,-1.0,Fus,rfc_2024b
C,0007+171,J0010+1724,0,10,33.990642,17.0,24,18.76128,0.12,0.17,-0.118,1819,1.014,0.728,-1.00,-1.00,0.586,0.277,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008-311,J0010-3054,0,10,34.909728,-30.0,54,15.30003,0.25,0.53,-0.255,369,0.094,0.07,-1.00,-1.00,0.098,0.057,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008-307,J0010-3027,0,10,35.742194,-30.0,27,47.41839,0.17,0.34,-0.234,494,0.263,0.182,-1.00,-1.00,0.279,0.182,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008+260,J0010+2619,0,10,36.215137,26.0,19,17.73897,0.48,0.81,0.163,45,-1.0,-1.0,0.146,0.041,0.094,0.016,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008-146,J0010-1420,0,10,41.940183,-14.0,20,20.33736,0.76,1.81,0.029,81,-1.0,-1.0,-1.00,-1.00,0.021,0.018,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008+296,J0010+2956,0,10,42.458642,29.0,56,11.91318,1.27,3.05,0.411,21,-1.0,-1.0,0.029,0.026,0.030,0.034,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008-300,J0010-2945,0,10,45.177359,-29.0,45,13.17776,0.18,0.44,-0.262,403,0.516,0.463,-1.00,-1.00,0.199,0.059,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0008-370,J0010-3648,0,10,47.240624,-36.0,48,48.4311,9.48,29.37,-0.645,12,-1.0,-1.0,0.025,-1.00,0.015,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008-079,J0010-0740,0,10,50.601299,-7.0,40,12.04238,0.84,2.21,-0.143,33,-1.0,-1.0,0.029,0.012,0.024,0.012,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008+265,J0010+2650,0,10,51.225434,26.0,50,25.91606,0.32,0.72,-0.355,45,-1.0,-1.0,0.062,0.059,0.086,0.075,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008-006,J0010-0020,0,10,52.499963,-0.0,20,6.61965,0.7,1.79,-0.179,45,-1.0,-1.0,0.039,0.014,0.019,0.012,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008-421,J0010-4153,0,10,52.517547,-41.0,53,10.78056,0.49,0.88,-0.175,317,1.664,0.354,-1.00,-1.00,0.201,0.034,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008-222,J0010-2157,0,10,53.649983,-21.0,57,4.22036,0.12,0.27,-0.228,826,0.275,0.2,-1.00,-1.00,0.370,0.266,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008-279,J0010-2742,0,10,55.277122,-27.0,42,25.01437,0.56,1.36,-0.318,43,-1.0,-1.0,0.054,0.036,0.052,0.035,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0008-333,J0011-3302,0,11,0.295874,-33.0,2,17.89575,1.67,6.91,-0.639,15,-1.0,-1.0,0.050,0.044,0.052,0.049,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008-264,J0011-2612,0,11,1.246735,-26.0,12,33.37712,0.12,0.2,-0.11,11698,0.368,0.311,0.329,0.245,0.405,0.32,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008+161,J0011+1624,0,11,12.456507,16.0,24,29.38663,2.98,3.82,0.02,22,-1.0,-1.0,0.028,-1.00,0.021,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008-033,J0011-0304,0,11,14.547431,-3.0,4,21.67391,0.71,1.68,0.477,28,-1.0,-1.0,0.099,-1.00,0.055,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0008-366,J0011-3620,0,11,14.568866,-36.0,20,38.46199,1.78,6.45,0.506,26,-1.0,-1.0,0.082,0.060,0.047,0.04,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008+344,J0011+3443,0,11,17.013235,34.0,43,33.64157,1.21,1.26,-0.4,32,-1.0,-1.0,0.168,0.022,0.067,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008+240,J0011+2420,0,11,24.580942,24.0,20,22.31354,0.68,0.96,-0.276,74,-1.0,-1.0,0.087,0.021,0.029,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008+006,J0011+0057,0,11,30.403219,0.0,57,51.87684,0.1,0.21,-0.165,1217,0.146,0.123,-1.00,-1.00,0.174,0.123,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0008+704,J0011+7045,0,11,31.902835,70.0,45,31.62576,0.3,0.13,0.083,825,0.579,0.235,-1.00,-1.00,0.510,0.265,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0009+081,J0011+0823,0,11,35.269616,8.0,23,55.58624,0.11,0.17,-0.139,2609,0.283,0.115,-1.00,-1.00,0.284,0.197,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0008+657,J0011+6603,0,11,38.825414,66.0,3,38.51173,33.74,5.99,0.158,6,-1.0,-1.0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.0,0.052,0.103,Fus,rfc_2024b
C,0009-148,J0011-1434,0,11,40.455848,-14.0,34,4.6349,0.1,0.2,-0.313,2125,0.197,0.109,-1.00,-1.00,0.149,0.069,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0009+217,J0011+2159,0,11,45.519595,21.0,59,11.45457,0.51,1.37,-0.375,36,-1.0,-1.0,0.028,0.020,0.039,0.032,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0009-850,J0011-8443,0,11,45.904824,-84.0,43,20.00947,5.93,0.48,0.032,71,-1.0,-1.0,-1.00,-1.00,0.161,0.18,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0009+291,J0011+2928,0,11,45.981966,29.0,28,30.60271,0.97,1.26,-0.39,36,-1.0,-1.0,0.071,0.023,0.052,0.01,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0010-873,J0011-8706,0,11,51.476922,-87.0,6,25.45183,9.07,0.45,-0.119,118,-1.0,-1.0,-1.00,-1.00,0.124,0.101,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0009-413,J0011-4105,0,11,52.403189,-41.0,5,45.1633,2.47,1.56,0.272,42,-1.0,-1.0,-1.00,-1.00,0.196,0.181,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0009+082,J0011+0834,0,11,55.161844,8.0,34,0.346,0.79,1.47,-0.35,46,-1.0,-1.0,0.055,0.042,0.036,0.028,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0009+572,J0012+5730,0,12,7.0243,57.0,30,25.15513,2.66,1.56,-0.747,45,-1.0,-1.0,0.043,0.022,0.014,0.012,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0009+070,J0012+0719,0,12,8.351308,7.0,19,51.24984,0.13,0.27,-0.348,413,0.085,0.068,0.116,0.091,0.065,0.054,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0009-390,J0012-3846,0,12,15.150594,-38.0,46,19.27013,0.86,1.98,-0.155,28,-1.0,-1.0,0.064,0.040,0.043,0.023,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0009+467,J0012+4704,0,12,29.302897,47.0,4,34.73789,0.19,0.17,-0.126,455,0.113,0.081,-1.00,-1.00,0.131,0.09,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0009+175,J0012+1751,0,12,31.589775,17.0,51,29.95587,0.52,1.13,-0.164,36,-1.0,-1.0,0.081,0.052,0.057,0.021,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0010-167,J0012-1628,0,12,33.873973,-16.0,28,7.54665,0.87,2.27,-0.097,49,-1.0,-1.0,0.032,0.027,0.019,0.02,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0009+655,J0012+6551,0,12,37.671067,65.0,51,10.82297,0.56,0.32,-0.057,427,0.637,0.043,-1.00,-1.00,0.082,0.043,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0010+267,J0012+2702,0,12,38.164339,27.0,2,38.88387,0.55,1.46,-0.265,36,-1.0,-1.0,0.067,0.017,0.047,0.015,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0010-147,J0012-1431,0,12,41.614947,-14.0,31,12.08168,14.81,17.79,-0.283,7,-1.0,-1.0,0.020,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0010+336,J0012+3353,0,12,47.382167,33.0,53,38.47187,0.17,0.19,-0.219,533,0.073,0.057,-1.00,-1.00,0.134,0.117,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0010-130,J0012-1248,0,12,48.462847,-12.0,48,13.62299,0.72,1.69,-0.252,45,-1.0,-1.0,0.051,0.027,0.035,0.024,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0010-401,J0012-3954,0,12,59.909817,-39.0,54,26.05556,0.18,0.23,-0.094,2381,0.694,0.596,-1.00,-1.00,0.700,0.456,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0010+426,J0013+4255,0,13,1.266427,42.0,55,24.53444,1.53,1.68,-0.75,36,-1.0,-1.0,0.043,0.026,0.031,0.015,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0010+775,J0013+7748,0,13,11.730368,77.0,48,46.77352,2.2,0.64,-0.264,150,0.681,-1.0,0.015,0.011,0.016,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0010+463,J0013+4636,0,13,16.488848,46.0,36,8.67052,0.19,0.16,-0.154,447,0.255,0.078,-1.00,-1.00,0.150,0.073,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0010-155,J0013-1513,0,13,20.701805,-15.0,13,47.78518,0.12,0.27,-0.26,679,0.155,0.124,0.146,0.114,0.136,0.05,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0010+405,J0013+4051,0,13,31.130202,40.0,51,37.14413,0.13,0.11,-0.113,8946,0.369,0.318,0.458,0.380,0.598,0.419,0.597,0.392,-1.0,-1.0,Fus,rfc_2024b
N,0011-327,J0013-3226,0,13,38.268641,-32.0,26,56.23477,4.39,13.3,0.243,41,-1.0,-1.0,0.027,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0011-32B,J0013-3227,0,13,38.271205,-32.0,27,49.88275,0.84,2.36,-0.017,73,-1.0,-1.0,0.026,0.026,0.029,0.023,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0011-258,J0013-2537,0,13,44.11106,-25.0,37,12.54628,4.97,11.48,-0.594,19,-1.0,-1.0,0.026,-1.00,0.015,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0011+264,J0013+2646,0,13,46.584047,26.0,46,35.83952,14.26,13.04,0.592,4,-1.0,-1.0,0.014,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0011-046,J0013-0423,0,13,54.130979,-4.0,23,52.29514,0.12,0.24,-0.259,544,0.337,0.301,-1.00,-1.00,0.320,0.27,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0011-191,J0013-1854,0,13,56.043212,-18.0,54,6.69747,0.54,1.35,-0.264,66,-1.0,-1.0,0.016,0.012,0.019,0.012,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0011+189,J0013+1910,0,13,56.376122,19.0,10,41.91563,0.15,0.25,-0.205,536,0.086,0.066,-1.00,-1.00,0.108,0.091,0.131,0.093,-1.0,-1.0,Fus,rfc_2024b
C,0011+513,J0014+5135,0,14,3.890215,51.0,35,24.13533,1.47,1.47,-0.615,45,-1.0,-1.0,0.015,0.010,0.024,0.017,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0011-506,J0014-5022,0,14,11.461136,-50.0,22,34.94631,50.52,16.23,0.163,7,-1.0,-1.0,-1.00,-1.00,0.007,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0011+086,J0014+0854,0,14,19.739939,8.0,54,2.04798,0.4,0.73,0.055,109,-1.0,-1.0,0.037,0.022,0.030,0.018,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0011-052,J0014-0459,0,14,20.433311,-4.0,59,28.82101,0.28,0.62,-0.088,184,0.054,0.047,-1.00,-1.00,0.036,0.034,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0011+279,J0014+2815,0,14,33.789959,28.0,15,6.69256,0.53,1.19,-0.139,45,-1.0,-1.0,0.028,0.018,0.030,0.017,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0012-202,J0014-2000,0,14,34.466955,-20.0,0,31.88898,0.81,2.33,-0.149,49,-1.0,-1.0,0.083,-1.00,0.077,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0012-312,J0014-3059,0,14,37.933974,-30.0,59,19.37487,1.65,4.78,-0.073,24,-1.0,-1.0,0.113,-1.00,0.038,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0011+694,J0014+6946,0,14,39.825204,69.0,46,8.49106,2.26,2.62,-0.168,36,-1.0,-1.0,0.014,0.010,0.015,0.013,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0012+610,J0014+6117,0,14,48.79211,61.0,17,43.54249,0.14,0.1,-0.067,2235,0.462,0.053,0.181,0.071,0.184,0.114,0.238,0.159,0.252,0.165,Fus,rfc_2024b
